ID,PROGRAMA,SEXO,PUNTAJE SABER 11,ESTRATO,FECHA DE NACIMIENTO,ESTADO A 2022-2,Status.20171,Status.20172,Status.20181,Status.20182,Status.20191,Status.20192,Status.20201,Status.20202,Status.20211,Status.20212,Status.20221,Status.20222,CANTIDAD DE SEMESTRES ACTIVOS EN LA U,Creditos.20171,Creditos.20172,Creditos.20181,Creditos.20182,Creditos.20191,Creditos.20192,Creditos.20201,Creditos.20202,Creditos.20211,Creditos.20212,Creditos.20221,Creditos.20222,Promedio.20171,Promedio.20172,Promedio.20181,Promedio.20182,Promedio.20191,Promedio.20192,Promedio.20201,Promedio.20202,Promedio.20211,Promedio.20212,Promedio.20221,Promedio.20222
-,INGENIERIA DE SISTEMAS,M,434,1,7/12/1999,AUSENTE,1,1,1,1,1,1,1,1,1,1,1,0,11,15,16,16,16,19,19,16,18,16,9,9,0,3.54,4,3.3,3.31,3.64,4.01,4.16,4.08,3.98,4.23,4.23,-
-,INGENIERIA CIVIL,F,253,2,11/27/1996,DESERTOR,1,1,0,0,0,0,0,0,0,0,0,0,2,5,17,0,0,0,0,0,0,0,0,0,0,3.82,2.95,-,-,-,-,-,-,-,-,-,-
-,INGENIERIA CIVIL,M,316,2,,GRADUADO,1,1,1,1,1,1,1,1,1,1,0,0,10,13,15,18,18,20,20,17,19,12,12,0,0,3.99,3.3,3.64,3.62,3.79,3.89,4.25,4.25,3.83,0,-,-
-,INGENIERIA CIVIL,M,274,2,12/16/1999,ACTIVO,1,1,1,1,1,1,1,1,1,1,1,1,12,9,12,9,14,17,18,15,18,0,16,10,4,3.77,3.4,3.13,3.11,3.15,3.36,3.58,3.78,3.58,3.26,3.26,
-,INGENIERIA INDUSTRIAL,M,372,2,2/26/1997,AUSENTE,1,1,1,1,1,1,1,1,1,1,1,0,11,15,17,18,12,15,15,13,21,20,6,12,0,3.68,3.55,3.61,3.76,3.54,4.02,3.73,4.17,4.2,4.2,4.2,-
-,INGENIERIA AMBIENTAL,M,278,1,3/28/2000,GRADUADO,1,1,1,1,1,1,1,1,1,1,1,0,11,5,14,5,19,13,13,19,19,16,9,15,0,2.98,3.53,3.39,3.33,3.49,3.94,4.29,3.14,4.29,4.17,4.17,-
-,INGENIERIA ELECTRICA,M,259,1,,ACTIVO,1,0,1,1,1,1,1,1,1,1,1,1,11,14,0,12,15,16,16,14,13,0,12,13,14,3.13,-,2.38,2.76,2.89,3.44,3.26,3.18,3.26,4,4,
-,INGENIERIA INDUSTRIAL,M,407,2,6/28/1999,DESERTOR,1,1,0,0,0,0,0,0,0,0,0,0,2,15,5,0,0,0,0,0,0,0,0,0,0,3.55,3.07,-,-,-,-,-,-,-,-,-,-
-,INGENIERIA AMBIENTAL,M,349,1,7/21/1999,GRADUADO,1,1,1,1,1,1,1,1,1,1,1,0,11,16,18,16,18,19,21,19,19,0,10,12,0,3.43,3.26,3.35,3.18,3.6,3.29,3.93,3.86,3.93,4,4,-
-,INGENIERIA CIVIL,M,261,1,6/29/1999,DESERTOR,1,1,1,1,0,0,1,1,0,0,0,0,6,13,15,18,17,0,,4,6,,,,,3.45,3.61,2.69,2.62,-,,3.7,1.8,,,,
-,INGENIERIA AMBIENTAL,M,239,3,9/29/1999,ACTIVO,1,1,1,1,1,1,1,1,1,1,1,1,12,4,4,18,15,16,16,16,19,10,16,13,15,2.62,3.02,3.18,3.56,3.27,3.55,4.2,3.28,4.2,4.04,4.04,
-,INGENIERIA CIVIL,M,256,1,11/7/1999,DESERTOR,1,0,1,0,0,0,0,0,0,0,0,0,2,13,0,14,0,0,0,0,0,0,0,0,0,3.32,-,2.32,-,-,-,-,-,-,-,-,-
-,INGENIERIA CIVIL,M,284,3,5/6/2000,GRADUADO,1,1,1,1,1,1,0,1,1,1,0,0,9,13,17,18,19,19,19,0,15,0,12,0,0,3.93,4.14,4.03,4.19,4.17,4.92,-,4.61,4.23,0,-,-
-,INGENIERIA ELECTRICA,M,269,2,,GRADUADO,1,1,1,1,1,1,1,1,1,1,0,0,10,14,12,18,15,17,19,21,18,0,15,0,0,3.36,3.66,3.43,3.5,3.79,3.65,4.19,4.18,4.19,0.66,-,-
-,INGENIERIA INDUSTRIAL,M,404,2,10/11/1995,GRADUADO,1,1,1,1,1,1,1,1,0,0,0,0,8,14,16,21,17,17,18,15,18,0,0,0,0,3.41,3.71,3.37,4.05,3.69,4.14,4.22,1.6,-,-,-,-
-,INGENIERIA ELECTRONICA,M,335,1,10/22/1999,GRADUADO,1,1,1,1,1,1,1,1,1,1,0,0,10,15,17,6,16,16,16,17,18,0,12,0,0,3.77,3.61,3.54,3.76,3.68,3.8,4.17,4.34,4.32,0,-,-
-,INGENIERIA CIVIL,M,273,3,2/13/2000,GRADUADO,1,1,1,1,1,1,1,1,1,1,0,0,10,13,18,18,18,19,19,21,16,18,15,0,0,4.32,3.89,3.62,3.68,3.57,3.69,4.04,4.08,4.04,4.04,-,-
-,INGENIERIA ELECTRONICA,M,277,1,11/13/1999,ACTIVO,1,1,1,1,1,1,1,1,1,1,0,1,11,15,20,17,16,18,19,10,18,0,11,0,14,3.62,3.39,3.45,3.33,3.67,3.82,3.21,3.95,3.21,4.3,-,
-,INGENIERIA INDUSTRIAL,F,297,1,10/22/1999,ACTIVO,1,1,1,1,1,1,1,0,1,1,1,1,11,15,17,12,17,19,19,16,0,0,18,20,18,2.78,3.24,2.4,0.58,1.61,,3.41,-,3.41,2.89,2.89,
-,INGENIERIA INDUSTRIAL,F,306,2,1/1/1999,GRADUADO,1,1,1,1,1,1,1,1,1,1,0,0,10,15,17,16,17,19,19,16,21,0,12,0,0,3.79,3.58,3.69,4.15,3.9,3.71,3.82,4.52,3.82,4,-,-
-,INGENIERIA DE SISTEMAS,M,365,3,9/26/1998,DESERTOR,1,1,0,0,0,0,0,0,0,0,0,0,2,15,16,0,0,0,0,0,0,0,0,0,0,3.71,3.48,-,-,-,-,-,-,-,-,-,-
-,INGENIERIA CIVIL,M,352,3,12/9/1994,AUSENTE,1,1,1,1,1,1,1,1,1,1,1,0,11,13,15,18,12,16,16,17,9,0,10,12,0,3.81,4.07,3.22,3.23,3.52,3.66,4.25,4,3.93,3.33,3.33,-
-,INGENIERIA CIVIL,F,389,3,7/21/1999,GRADUADO,1,1,1,1,1,1,1,1,1,1,0,0,10,13,15,18,16,16,16,19,15,0,15,0,0,3.96,3.67,3.42,3.94,3.76,3.61,4.18,4.59,4.16,1,-,-
-,INGENIERIA AMBIENTAL,F,247,2,9/16/1998,GRADUADO,1,1,1,1,1,1,1,1,1,1,0,0,10,16,18,18,16,21,21,18,17,3,12,0,0,3.55,3.42,3.3,3.64,3.56,3.39,3.48,3.89,3.48,0,-,-
-,INGENIERIA CIVIL,M,323,3,5/12/2000,GRADUADO,1,1,1,1,1,1,1,1,1,1,1,0,11,13,15,16,18,18,19,15,19,12,3,12,0,3.68,4.15,3.51,3.73,3.47,3.52,4.2,4.22,4.2,3.9,3.9,-
-,INGENIERIA INDUSTRIAL,M,455,3,2/25/1995,DESERTOR,1,1,1,1,0,0,1,0,0,0,0,0,5,16,6,18,8,0,,13,,,,,,2.61,2.03,0.02,0,-,,1.06,,,,,
-,INGENIERIA AMBIENTAL,M,315,2,11/12/1999,ACTIVO,1,1,1,1,1,1,1,1,1,1,1,1,12,16,18,16,16,18,18,19,12,3,18,9,15,3.38,3.28,3.25,3.61,3.33,3.08,2.38,3.07,2.38,2.92,2.92,
-,INGENIERIA ELECTRICA,M,277,2,9/11/1982,DESERTOR,1,1,1,0,0,0,0,0,0,0,0,0,3,14,12,15,0,0,0,0,0,0,0,0,0,4.02,3.71,3.19,-,-,-,-,-,-,-,-,-
-,INGENIERIA ELECTRICA,M,378,3,1/2/1990,DESERTOR,1,1,1,0,0,0,0,0,0,0,0,0,3,14,18,12,0,0,0,0,0,0,0,0,0,4.03,3.43,2.99,-,-,-,-,-,-,-,-,-
-,INGENIERIA CIVIL,F,299,2,10/18/1999,GRADUADO,1,1,1,1,1,1,1,1,1,1,1,0,11,5,15,18,14,17,18,14,14,10,18,15,0,4.03,3.5,3.09,3.66,3.56,3.58,3.87,3.75,3.87,4.1,4.1,-
-,INGENIERIA DE SISTEMAS,M,312,1,1/4/2000,GRADUADO,1,1,1,1,1,1,1,1,1,1,0,0,10,15,16,16,17,19,19,17,12,17,15,0,0,3.88,3.56,3.71,3.55,3.85,3.5,4.28,4.18,4.56,0.78,-,-
-,INGENIERIA ELECTRICA,M,294,2,4/5/1997,DESERTOR,1,1,1,1,1,0,0,0,0,0,0,0,5,14,12,15,15,4,0,0,0,0,0,0,0,3.65,3.17,2.57,2.49,,-,-,-,-,-,-,-
-,INGENIERIA ELECTRONICA,F,554,,1/0/1900,DESERTOR,1,1,0,0,0,0,0,0,0,0,0,0,2,15,0,0,0,0,0,0,0,0,0,0,0,4.4,3.4,-,-,-,-,-,-,-,-,-,-
-,INGENIERIA CIVIL,F,321,2,2/25/2000,GRADUADO,1,1,1,1,1,1,1,1,1,1,0,0,10,13,15,18,18,17,17,18,12,18,12,0,0,3.52,3.55,3.56,3.45,3.72,3.53,4.17,3.81,4.17,0,-,-
-,INGENIERIA CIVIL,M,280,4,,AUSENTE,1,1,1,0,1,1,1,1,1,1,1,0,10,13,15,16,0,15,15,21,20,0,19,15,0,3.86,3.23,3.06,-,3.59,3.48,4.01,3.99,4.01,4.07,4.07,
-,INGENIERIA INDUSTRIAL,M,393,1,,GRADUADO,1,1,1,1,1,1,1,1,1,1,0,0,10,15,17,18,18,19,19,18,18,0,12,0,0,3.78,3.7,3.8,3.43,3.74,3.53,3.54,4,4.35,0,-,-
-,INGENIERIA INDUSTRIAL,F,258,1,2/25/2000,GRADUADO,1,1,1,1,1,1,1,1,1,1,0,0,10,15,17,18,17,19,19,18,15,0,12,0,0,3.77,3.64,3.86,3.61,3.94,3.81,4.05,4.32,4.4,0,-,-
-,INGENIERIA ELECTRICA,M,424,1,3/10/1990,GRADUADO,1,1,1,0,0,0,0,0,0,0,0,0,3,20,13,12,0,0,0,0,0,0,0,0,0,3.9,3.68,5,-,-,-,-,-,-,-,-,-
-,INGENIERIA CIVIL,F,274,4,10/3/1999,GRADUADO,1,1,1,1,1,1,1,1,1,1,0,0,10,13,15,18,16,17,17,17,20,18,12,0,0,3.83,3.38,3.57,3.67,3.36,3.88,4.09,4.27,4.09,0,-,-
-,INGENIERIA CIVIL,F,283,2,8/22/2000,DESERTOR,1,1,1,1,1,1,1,0,0,0,0,0,7,5,15,16,10,15,15,0,0,0,0,0,0,3.55,3.34,2.75,3.11,2.83,2.3,,-,-,-,-,-
-,INGENIERIA AMBIENTAL,M,281,4,7/9/1999,GRADUADO,1,1,1,1,1,1,1,1,1,1,0,0,10,5,5,18,16,15,16,21,15,14,12,0,0,3.51,3.48,3.29,3.38,3.77,3.83,3.93,3.81,4.21,0,-,-
-,INGENIERIA CIVIL,M,263,2,8/21/1998,GRADUADO,1,1,1,1,1,1,1,1,1,1,0,0,10,5,15,18,16,18,19,18,20,18,12,0,0,4.06,2.88,3.71,3.43,3.9,3.86,4.12,4.36,4.19,0,-,-
-,INGENIERIA CIVIL,F,490,3,8/14/1995,GRADUADO,1,1,1,1,1,1,1,1,0,0,0,0,8,13,15,5,12,16,16,17,12,0,0,0,0,3.69,3.97,4.16,4.1,4.28,4.55,4.55,0,-,-,-,-
-,INGENIERIA INDUSTRIAL,F,267,1,11/17/1998,ACTIVO,1,1,1,1,1,1,1,1,1,1,1,1,12,15,18,10,17,10,10,19,17,0,21,12,7,3.27,2.61,2.96,3.51,3.55,3.34,3.5,3.48,3.5,3.08,3.08,
-,INGENIERIA CIVIL,M,434,4,9/7/1999,GRADUADO,1,1,1,1,1,1,1,1,1,1,1,0,11,13,4,6,12,17,17,21,16,16,21,12,0,4.02,3.81,3.37,4.03,3.92,4.24,4.45,3.64,3.94,3.76,3.76,-
-,INGENIERIA INDUSTRIAL,M,431,4,10/13/1999,DESERTOR,1,1,1,0,0,0,0,0,0,0,0,0,3,15,17,18,0,0,0,0,0,0,0,0,0,3.65,3.03,3.42,-,-,-,-,-,-,-,-,-
-,INGENIERIA CIVIL,M,299,3,11/18/1998,DESERTOR,1,1,0,0,0,0,0,0,0,0,0,0,2,13,15,0,0,0,0,0,0,0,0,0,0,3.85,3.95,-,-,-,-,-,-,-,-,-,-
-,INGENIERIA CIVIL,M,321,1,3/16/2000,GRADUADO,1,1,1,1,1,1,1,1,1,1,1,0,11,13,9,18,19,20,21,19,17,13,6,15,0,3.59,3.24,3.07,3.51,3.48,3.56,4.01,3.79,4.01,3.57,3.57,-
-,INGENIERIA CIVIL,M,301,1,11/30/1998,DESERTOR,1,1,1,0,0,0,0,0,0,0,0,0,3,13,5,13,0,0,0,0,0,0,0,0,0,3.2,3.25,3.15,-,-,-,-,-,-,-,-,-
-,INGENIERIA INDUSTRIAL,M,277,1,12/13/1999,GRADUADO,1,1,1,1,1,1,1,1,1,1,1,0,11,15,15,15,16,10,10,17,19,0,18,18,0,3.72,3.44,3.53,3.54,3.64,3.98,3.96,3.86,3.96,4.2,4.2,-
-,INGENIERIA CIVIL,F,277,2,,AUSENTE,1,1,0,1,1,1,0,1,1,1,1,0,9,13,15,0,18,14,15,,19,0,18,15,0,3.61,3.06,-,3.19,3.41,3.65,,3.86,3.91,3.77,3.77,
-,INGENIERIA CIVIL,F,270,1,12/10/1999,DESERTOR,1,1,1,0,0,0,0,0,0,0,0,0,3,13,15,21,0,0,0,0,0,0,0,0,0,4.07,3.7,2.54,-,-,-,-,-,-,-,-,-
-,INGENIERIA AMBIENTAL,M,240,2,7/22/1998,DESERTOR,1,1,1,0,1,1,1,0,0,0,0,0,6,16,18,16,0,6,6,16,,,,,,3.05,3.03,2.07,-,3.6,2.43,3.69,,,,,
-,INGENIERIA CIVIL,M,288,1,1/22/1999,GRADUADO,1,1,1,1,1,1,1,1,1,1,0,0,10,13,15,16,17,20,20,15,19,15,12,0,0,3.3,3.51,3.83,3.88,3.8,3.74,4.18,4.17,4.18,3.7,-,-
-,INGENIERIA AGROINDUSTRIAL,M,,1,8/4/1993,GRADUADO,1,1,1,1,1,0,0,0,0,0,0,0,5,18,15,18,6,12,0,0,0,0,0,0,0,4.18,4.3,4.18,4.11,3.5,-,-,-,-,-,-,-
-,INGENIERIA INDUSTRIAL,M,455,1,11/6/1999,DESERTOR,1,1,1,1,1,1,1,1,1,0,0,0,9,16,18,5,16,18,18,17,14,0,0,0,0,3.53,3.67,3.78,3.61,3.76,3.87,4.04,4.39,0,-,-,-
-,INGENIERIA INDUSTRIAL,M,286,2,5/22/1999,AUSENTE,1,1,1,1,1,1,1,1,1,1,1,0,11,11,17,16,17,16,17,21,13,0,3,12,0,3.71,3.04,3.28,3.52,3.4,3.3,3.84,4.14,3.84,3.6,3.6,-
-,INGENIERIA CIVIL,M,527,4,8/12/1993,GRADUADO,1,1,1,1,1,1,1,1,1,0,0,0,9,20,21,16,18,18,18,12,9,0,0,0,0,3.86,3.01,3.34,3.38,3.59,3.91,4.4,4.27,3.92,-,-,-
-,INGENIERIA CIVIL,F,252,2,8/28/2000,GRADUADO,1,1,1,1,1,1,1,1,1,1,0,0,10,13,15,21,16,18,18,12,16,0,12,0,0,4.06,3.36,3.43,3.64,3.59,3.72,4.23,4.23,4.23,4.1,-,-
-,INGENIERIA CIVIL,M,418,2,10/26/1997,GRADUADO,1,0,1,1,1,1,1,1,1,1,1,0,10,13,0,18,17,17,18,17,17,0,12,12,,4.19,-,3.82,3.7,3.92,3.64,3.95,4.23,3.95,4.13,4.13,
-,INGENIERIA INDUSTRIAL,M,317,,,DESERTOR,1,1,1,1,1,0,0,0,0,0,0,0,5,15,17,17,18,19,0,0,0,0,0,0,0,3.99,3.41,3.35,3.15,2.66,-,-,-,-,-,-,-
-,INGENIERIA CIVIL,M,234,1,10/7/1998,DESERTOR,1,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0,0,0,0,0,0,0,0,2.6,-,-,-,-,-,-,-,-,-,-,-
-,INGENIERIA CIVIL,F,287,2,11/29/1999,GRADUADO,1,1,1,1,1,1,1,1,1,1,1,0,11,13,15,6,13,14,14,20,21,20,19,12,0,3.45,3.07,2.7,3.25,3.51,3.45,3.84,3.99,3.78,3.77,3.77,-
-,INGENIERIA CIVIL,F,252,2,4/28/1998,GRADUADO,1,1,1,1,1,1,1,1,1,1,0,0,10,13,15,18,15,16,16,19,15,0,21,0,0,4.21,3.29,3.46,3.51,3.53,3.3,4.01,4.01,4.01,1.84,-,-
-,INGENIERIA ELECTRICA,M,250,2,,GRADUADO,1,1,1,1,1,1,1,0,0,0,0,0,7,14,14,14,15,16,17,6,0,0,0,0,0,4.35,4,3.69,4.04,3.74,3.82,4.05,-,-,-,-,-
-,INGENIERIA INDUSTRIAL,M,300,3,6/2/1999,AUSENTE,1,1,1,1,1,1,1,1,1,0,1,0,10,15,16,16,17,20,20,18,15,0,0,12,0,3.73,3.84,4.04,3.8,3.81,4.16,3.92,4.38,3.92,-,,-
-,INGENIERIA ELECTRICA,M,303,1,9/9/2000,GRADUADO,1,1,1,1,1,1,1,1,1,1,0,0,10,14,12,15,18,18,18,18,17,0,20,0,0,4.15,3.28,3.31,3.39,3.57,3.29,4.22,3.74,4.22,1.39,-,-
-,INGENIERIA INDUSTRIAL,M,445,2,1/28/1991,DESERTOR,1,1,0,1,1,0,0,0,0,0,0,0,4,15,17,0,14,3,0,0,0,0,0,0,0,3.68,3.73,-,2.65,0,-,-,-,-,-,-,-
-,INGENIERIA DE SISTEMAS,M,276,3,9/10/1999,DESERTOR,1,0,0,0,0,0,0,0,0,0,0,0,1,15,0,0,0,0,0,0,0,0,0,0,0,3.89,-,-,-,-,-,-,-,-,-,-,-
-,INGENIERIA CIVIL,M,323,3,12/22/1994,ACTIVO,1,1,1,1,1,1,1,1,1,1,1,1,12,13,15,18,16,15,16,17,11,0,15,9,12,3.41,3.08,3.14,3.12,3.53,3.16,3.91,3.71,4.06,4.24,4.24,
-,INGENIERIA CIVIL,M,369,0,2/28/1989,DESERTOR,1,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0,0,0,0,0,0,0,0,3.45,-,-,-,-,-,-,-,-,-,-,-
-,INGENIERIA INDUSTRIAL,F,260,1,8/13/1999,ACTIVO,1,1,1,1,0,1,1,0,0,0,1,1,8,15,17,15,17,0,,21,,,,0,16,3.76,3.14,2.99,3.7,-,3.85,3.99,,,,,
-,INGENIERIA ELECTRICA,M,550,1,3/13/1979,DESERTOR,1,0,1,0,1,0,0,0,0,0,0,0,3,15,0,12,0,9,0,0,0,0,0,0,0,4.3,-,3.23,-,1.77,-,-,-,-,-,-,-
-,INGENIERIA INDUSTRIAL,M,241,2,3/12/2000,DESERTOR,1,1,1,0,0,0,0,0,0,0,0,0,3,15,17,8,0,0,0,0,0,0,0,0,0,3.37,3.61,3.24,-,-,-,-,-,-,-,-,-
-,INGENIERIA AMBIENTAL,M,394,3,3/4/1999,GRADUADO,1,1,1,1,1,1,1,1,1,0,1,0,10,16,18,16,16,18,18,13,14,13,0,12,0,3.56,3.36,3.39,4.06,3.92,4.06,4.41,4.41,4.07,-,,-
-,INGENIERIA INDUSTRIAL,F,355,2,3/16/1999,ACTIVO,1,1,1,1,1,1,1,1,1,1,1,1,12,15,16,18,15,19,19,19,18,13,17,10,21,3.52,3.34,3.25,3.36,3.53,4.1,4.17,4.02,4.17,3.72,3.72,
-,INGENIERIA CIVIL,F,344,3,1/7/2000,GRADUADO,1,1,1,1,1,1,1,1,1,1,0,0,10,13,5,18,16,19,19,20,18,0,12,0,0,4.58,4.21,3.94,4.08,4.19,4.31,4.29,4.47,4.29,0,-,-
-,INGENIERIA ELECTRICA,M,293,1,5/24/1999,GRADUADO,1,1,1,1,1,1,1,1,1,1,0,0,10,14,14,16,18,15,18,17,19,0,18,0,0,3.46,3.41,3.73,3.8,3.86,3.77,4.21,3.91,4.15,1.23,-,-
-,INGENIERIA CIVIL,F,287,2,10/18/1999,AUSENTE,1,1,1,1,1,1,1,1,1,1,1,0,11,13,12,18,16,16,16,16,15,16,13,9,0,3.05,3.07,3.27,3.28,3.26,3.56,3.71,3.77,3.71,3.66,3.66,-
-,INGENIERIA CIVIL,M,225,3,9/14/1999,DESERTOR,1,1,1,1,1,0,0,1,1,0,0,0,7,10,11,18,17,0,15,,6,0,,,,3.16,2.26,2.39,1.37,-,,,,0.95,,,
-,INGENIERIA INDUSTRIAL,F,239,2,4/27/1999,DESERTOR,1,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,2.62,-,-,-,-,-,-,-,-,-,-,-
-,INGENIERIA CIVIL,M,399,3,,ACTIVO,1,1,1,1,1,1,1,1,1,1,1,1,12,13,15,12,10,14,13,13,15,13,15,15,12,4,3.09,3.13,3.2,3.2,3.35,4.01,3.79,4.01,3.78,3.78,
-,INGENIERIA ELECTRONICA,M,278,1,9/24/1999,DESERTOR,1,1,0,0,0,0,0,0,0,0,0,0,2,15,21,0,0,0,0,0,0,0,0,0,0,3.11,3.22,-,-,-,-,-,-,-,-,-,-
-,INGENIERIA INDUSTRIAL,M,368,2,9/4/1995,DESERTOR,1,0,0,0,0,0,0,0,0,0,0,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0.97,-,-,-,-,-,-,-,-,-,-,-
-,INGENIERIA AMBIENTAL,M,334,3,9/23/1999,AUSENTE,1,1,1,1,1,1,1,1,1,1,1,0,11,16,12,6,16,15,15,16,14,10,9,12,0,3.64,3.14,3.2,3.41,3.42,3.64,3.59,3.71,3.9,3.7,3.7,-
-,INGENIERIA ELECTRONICA,M,,3,12/17/1990,GRADUADO,1,1,0,1,1,1,1,1,1,0,0,0,8,15,11,0,9,13,14,15,13,0,,,,4.08,4.04,-,3.55,3.66,3.86,3.99,4.24,3.9,,,
-,INGENIERIA CIVIL,F,272,1,12/8/1998,DESERTOR,1,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0,0,0,0,0,0,0,0,3.6,-,-,-,-,-,-,-,-,-,-,-
-,INGENIERIA ELECTRICA,M,388,2,4/18/1995,DESERTOR,1,1,0,0,0,0,0,0,0,0,0,0,2,14,10,0,0,0,0,0,0,0,0,0,0,4.31,2.53,-,-,-,-,-,-,-,-,-,-
-,INGENIERIA CIVIL,M,282,3,8/8/1986,DESERTOR,1,1,0,0,0,0,0,0,0,0,0,0,2,13,16,0,0,0,0,0,0,0,0,0,0,3.63,3.23,-,-,-,-,-,-,-,-,-,-
-,INGENIERIA AMBIENTAL,M,291,3,8/10/2000,GRADUADO,1,1,1,1,1,1,1,1,1,1,0,0,10,16,16,18,16,18,18,13,15,10,12,0,0,3.65,3.94,3.67,4.02,4.05,4.1,4.59,4.16,4.59,0,-,-
-,INGENIERIA CIVIL,M,309,2,11/20/1999,DESERTOR,1,1,1,1,0,0,0,0,0,0,0,0,4,13,18,18,13,0,0,0,0,0,0,0,0,4.08,3.76,3.38,3.6,-,-,-,-,-,-,-,-
-,INGENIERIA ELECTRONICA,M,312,2,1/24/2000,GRADUADO,1,1,1,1,1,1,1,1,1,1,0,0,10,15,17,18,18,16,16,13,19,0,12,0,0,3.89,3.34,3.38,3.76,3.75,3.88,3.88,4.19,4.09,3.8,-,-
-,INGENIERIA ELECTRONICA,M,256,1,10/20/2000,DESERTOR,1,1,0,0,0,0,0,0,0,0,0,0,2,15,17,0,0,0,0,0,0,0,0,0,0,1.92,2.21,-,-,-,-,-,-,-,-,-,-
-,INGENIERIA ELECTRONICA,F,337,3,11/1/1999,GRADUADO,1,1,1,1,1,1,1,1,1,1,0,0,10,15,17,17,18,16,16,17,18,0,12,0,0,4.04,3.92,3.78,3.91,4.29,4.26,4.29,4.43,4.29,0,-,-
-,INGENIERIA CIVIL,M,242,1,9/25/2000,ACTIVO,1,1,1,1,1,1,1,1,1,1,1,1,12,13,15,19,16,16,16,16,17,18,15,21,15,3.68,3.17,3.1,3,3.12,2.91,3.53,3.39,3.53,3.6,3.6,
-,INGENIERIA AMBIENTAL,F,430,0,1/16/1997,DESERTOR,1,0,0,0,0,0,0,0,0,0,0,0,1,16,0,0,0,0,0,0,0,0,0,0,0,3.68,-,-,-,-,-,-,-,-,-,-,-
-,INGENIERIA AMBIENTAL,M,235,1,8/19/1996,DESERTOR,1,0,0,0,0,0,0,0,0,0,0,0,1,16,0,0,0,0,0,0,0,0,0,0,0,2.88,-,-,-,-,-,-,-,-,-,-,-
-,INGENIERIA INDUSTRIAL,M,,2,11/24/1983,ACTIVO,1,1,1,1,1,1,0,1,1,1,1,1,11,13,12,12,10,10,10,0,6,0,16,13,13,3.69,3.14,3.4,3.59,3.78,0,-,4.13,,3.58,3.58,
-,INGENIERIA CIVIL,M,270,2,7/26/1999,DESERTOR,1,1,1,1,1,0,1,0,0,0,0,0,6,13,15,15,16,0,16,0,,,,,,3.38,3.29,3.29,3.13,-,,,,,,,
-,INGENIERIA INDUSTRIAL,M,310,1,3/23/2000,GRADUADO,1,1,1,1,1,1,1,1,1,1,0,0,10,15,5,18,17,19,19,12,15,0,12,0,0,3.85,3.74,4.04,3.86,3.95,4.13,4.73,4.44,4.73,0,-,-
-,INGENIERIA AGROINDUSTRIAL,M,354,3,6/14/1997,DESERTOR,1,1,0,0,0,0,0,0,0,0,0,0,2,16,19,0,0,0,0,0,0,0,0,0,0,2.69,1.48,-,-,-,-,-,-,-,-,-,-
-,INGENIERIA AMBIENTAL,M,297,1,7/12/1999,AUSENTE,1,0,1,1,1,1,1,1,1,1,1,0,10,16,0,18,18,16,16,18,15,0,20,18,,3.77,-,3.43,3.61,3.29,3.58,3.92,3.7,3.92,3.31,3.31,
-,INGENIERIA ELECTRONICA,M,389,3,9/15/1990,GRADUADO,1,1,1,1,1,1,1,1,0,0,0,0,8,17,10,15,15,18,18,11,12,0,0,0,0,3.97,3.96,3.95,4.02,3.89,3.98,4.51,0,-,-,-,-
-,INGENIERIA AMBIENTAL,F,444,4,9/28/1999,GRADUADO,1,1,1,1,1,1,1,1,1,1,0,0,10,16,18,18,13,18,18,10,14,10,12,0,0,4.29,4.11,3.84,3.61,4.17,4.28,4.68,4.48,4.31,4.7,-,-
-,INGENIERIA CIVIL,M,332,3,4/7/2000,GRADUADO,1,1,1,1,1,1,1,1,1,1,0,0,10,13,18,18,17,18,18,12,18,12,12,0,0,4.01,3.88,4.12,3.68,4.42,4.07,4.53,4.42,4.53,4.1,-,-
-,INGENIERIA INDUSTRIAL,M,284,2,1/1/2000,GRADUADO,1,1,1,1,1,1,1,1,1,1,0,0,10,15,17,16,17,19,19,12,12,12,12,0,0,3.51,3.91,3.88,3.83,4.04,4.24,4.13,4.5,4.34,0,-,-
-,INGENIERIA CIVIL,F,328,2,10/17/2000,GRADUADO,1,1,1,1,1,1,1,1,1,0,0,0,9,13,18,18,17,16,17,12,17,12,0,0,0,4.09,3.7,3.54,3.67,3.7,4.02,4.1,3.88,4.16,-,-,-
-,INGENIERIA INDUSTRIAL,F,318,4,7/8/1999,GRADUADO,1,1,1,1,1,1,1,1,1,0,1,0,10,15,17,18,17,19,19,15,13,15,0,6,0,3.69,3.63,3.85,3.64,3.41,3.94,4.28,4.29,4.25,-,4.2,-
-,INGENIERIA DE SISTEMAS,M,437,1,11/1/1997,GRADUADO,1,1,1,1,1,1,1,1,1,1,0,0,10,15,16,1,21,17,17,6,12,0,12,0,0,4.49,4.39,4.35,3.78,3.74,4.16,4.3,4.03,4.3,4.5,-,-
-,INGENIERIA CIVIL,M,287,4,,GRADUADO,1,1,1,1,1,1,1,1,1,1,0,0,10,13,18,16,18,17,17,16,18,16,12,0,0,3.99,3.69,3.33,3.68,3.87,4.07,4.25,4.12,4.09,0,-,-
